,,song,singer,urls
2011,13,Pumped Up Kicks,Foster the People,https://www.youtube.com/watch?v=SDTZ7iX4vTQ
2011,14,Last Friday Night (T.G.I.F.),Katy Perry,https://www.youtube.com/watch?v=KlyXNRrsk4A
2011,15,Just the Way You Are,Bruno Mars,https://www.youtube.com/watch?v=WfM8cdGClxQ
2011,16,Tonight (I'm Lovin' You),"Enrique Iglesias,Ludacris,DJ Frank E,",https://www.youtube.com/watch?v=UecPqm2Dbes
2011,17,Raise Your Glass,Pink,https://www.youtube.com/watch?v=XjVNlG5cZyQ
2011,18,Born This Way,Lady Gaga,https://www.youtube.com/watch?v=wV1FrqwZyKw
2011,19,F**kin' Perfect,Pink,https://www.youtube.com/watch?v=ocDlOD1Hw9k
2011,20,What's My Name?,"Rihanna,Drake,",https://www.youtube.com/watch?v=U0CGsw6h60k
2011,21,Look at Me Now,"Chris Brown,Lil Wayne,Busta Rhymes,",https://www.youtube.com/watch?v=8gyLR4NfMiI
2011,22,Down on Me,"Jeremih,50 Cent,",https://www.youtube.com/watch?v=AaXaig_43lU
2011,23,How to Love,Lil Wayne,https://www.youtube.com/watch?v=y8Gf4-eT3w0
2011,24,Someone Like You,Adele,https://www.youtube.com/watch?v=hLQl3WQQoQ0
2011,25,Good Life,OneRepublic,https://www.youtube.com/watch?v=jZhQOvvV45w
2011,26,The Lazy Song,Bruno Mars,https://www.youtube.com/watch?v=fLexgOxsZu0
2011,27,Till the World Ends,Britney Spears,https://www.youtube.com/watch?v=qzU9OrZlKb8
2011,28,The Show Goes On,Lupe Fiasco,https://www.youtube.com/watch?v=Rmp6zIr5y4U
2011,29,The Edge of Glory,Lady Gaga,https://www.youtube.com/watch?v=QeWBS0JBNzQ
2011,30,We R Who We R,Kesha,https://www.youtube.com/watch?v=mXvmSaE0JXA
2011,31,Black and Yellow,Wiz Khalifa,https://www.youtube.com/watch?v=h_0gvj90y4k
2011,32,Tonight Tonight,Hot Chelle Rae,https://www.youtube.com/watch?v=QzlNFcT2aOE
2011,33,Blow,Kesha,https://www.youtube.com/watch?v=CFWX0hWCbng
2011,34,Lighters,"Bad Meets Evil,Bruno Mars,",https://www.youtube.com/watch?v=YWt4wmZ_EMI
2011,35,If I Die Young,The Band Perry,https://www.youtube.com/watch?v=I3nMDcD4BdU
2011,36,Stereo Hearts,"Gym Class Heroes,Adam Levine,",https://www.youtube.com/watch?v=T3E9Wjbq44E
2011,37,The Time (Dirty Bit),The Black Eyed Peas,https://www.youtube.com/watch?v=JwQZQygg3Lk
2011,38,Coming Home,"Diddy – Dirty Money,Skylar Grey,",https://www.youtube.com/watch?v=apc_qJf3nws
2011,39,Hey Baby (Drop It to the Floor),"Pitbull,T-Pain,",https://www.youtube.com/watch?v=LefQdEMJP1I
2011,40,Only Girl (In the World),Rihanna,https://www.youtube.com/watch?v=pa14VNsdSYM
2011,41,6 Foot 7 Foot,"Lil Wayne,Cory Gunz,",https://www.youtube.com/watch?v=c7tOAGY59uQ
2011,42,Just a Kiss,Lady Antebellum,https://www.youtube.com/watch?v=v_yTphvyiPU
2011,43,Dirt Road Anthem,Jason Aldean,https://www.youtube.com/watch?v=Lb9q1ScC4cg
2011,44,Dynamite,Taio Cruz,https://www.youtube.com/watch?v=cmubIGaKf2I
2011,45,No Hands,"Waka Flocka Flame,Wale,Roscoe Dash,",https://www.youtube.com/watch?v=skhxizRYxps
2011,46,I Wanna Go,Britney Spears,https://www.youtube.com/watch?v=T-sxSd1uwoU
2011,47,I'm on One,"DJ Khaled,Drake,Rick Ross,Lil Wayne,",https://www.youtube.com/watch?v=Z09lYqdxqzo
2011,48,You Make Me Feel...,"Cobra Starship,Sabi,",https://www.youtube.com/watch?v=HpyZEzrDf4c
2011,49,Yeah 3x,Chris Brown,https://www.youtube.com/watch?v=fmYLvHnh8bQ
2011,50,Moment 4 Life,"Nicki Minaj,Drake,",https://www.youtube.com/watch?v=D7GW8TYCEG4
2012,1,Somebody That I Used to Know,"Gotye,Kimbra,",https://www.youtube.com/watch?v=8UVNT4wvIGY
2012,2,Call Me Maybe,Carly Rae Jepsen,https://www.youtube.com/watch?v=fWNaR-rxAic
2012,3,We Are Young,"Fun,Janelle Monáe,",https://www.youtube.com/watch?v=Sv6dMFF_yts
2012,4,Payphone,"Maroon 5,Wiz Khalifa,",https://www.youtube.com/watch?v=KRaWnd3LJfs
2012,5,Lights,Ellie Goulding,https://www.youtube.com/watch?v=0NKUpo_xKyQ
2012,6,Glad You Came,The Wanted,https://www.youtube.com/watch?v=2ggzxInyzVE
2012,7,Stronger (What Doesn't Kill You),Kelly Clarkson,https://www.youtube.com/watch?v=Xn676-fLq7I
2012,8,We Found Love,"Rihanna,Calvin Harris,",https://www.youtube.com/watch?v=2-ST8O5vMo8
2012,9,Starships,Nicki Minaj,https://www.youtube.com/watch?v=SeIJmciN8mo
2012,10,What Makes You Beautiful,One Direction,https://www.youtube.com/watch?v=hp2nBTZ9G0c
2012,11,Wild Ones,"Flo Rida,Sia,",https://www.youtube.com/watch?v=bpOR_HuHRNs
2012,12,Set Fire to the Rain,Adele,https://www.youtube.com/watch?v=Ri7-vnrJD3k
2012,13,Sexy and I Know It,LMFAO,https://www.youtube.com/watch?v=pKOp3MNXzYQ
2012,14,Some Nights,Fun,https://www.youtube.com/watch?v=qQkBeOisNM0
2012,15,Wide Awake,Katy Perry,https://www.youtube.com/watch?v=k0BWlvnBmIE
2012,16,Good Feeling,Flo Rida,https://www.youtube.com/watch?v=3OnnDqH6Wj8
2012,17,Whistle,Flo Rida,https://www.youtube.com/watch?v=cSnkWzZ7ZAA
2012,18,One More Night,Maroon 5,https://www.youtube.com/watch?v=fwK7ggA3-bU
2012,19,Drive By,Train,https://www.youtube.com/watch?v=oxqnFJ3lp5k
2012,20,The Motto,"Drake,Lil Wayne,",https://www.youtube.com/watch?v=BYDKK95cpfM
2012,21,Where Have You Been,Rihanna,https://www.youtube.com/watch?v=HBxt_v0WF6Y
2012,22,Everybody Talks,Neon Trees,https://www.youtube.com/watch?v=X5G9tIe84lE
2012,23,Take Care,"Drake,Rihanna,",https://www.youtube.com/watch?v=-zzP29emgpg
2012,24,Titanium,"David Guetta,Sia,",https://www.youtube.com/watch?v=JRfuAukYTKg
2012,25,I Won't Give Up,Jason Mraz,https://www.youtube.com/watch?v=O1-4u9W-bns
2012,26,It Will Rain,Bruno Mars,https://www.youtube.com/watch?v=W-w3WfgpcGg
2012,27,Mercy,"Kanye West,Big Sean,Pusha T,2 Chainz,",https://www.youtube.com/watch?v=7Dqgr0wNyPo
2012,28,Boyfriend,Justin Bieber,https://www.youtube.com/watch?v=4GuqB1BQVr4
2012,29,Party Rock Anthem,"LMFAO,Lauren Bennett,GoonRock,",https://www.youtube.com/watch?v=KQ6zr6kCPj8
2012,30,Too Close,Alex Clare,https://www.youtube.com/watch?v=zP50Ewh31E4
2012,31,Part of Me,Katy Perry,https://www.youtube.com/watch?v=uuwfgXD8qV8
2012,32,"Young, Wild & Free","Snoop Dogg,Wiz Khalifa,Bruno Mars,",https://www.youtube.com/watch?v=Wa5B22KAkEk
2012,33,We Are Never Ever Getting Back Together,Taylor Swift,https://www.youtube.com/watch?v=WA4iX5D9Z64
2012,34,As Long as You Love Me,"Justin Bieber,Big Sean,",https://www.youtube.com/watch?v=R4em3LKQCAQ
2012,35,Turn Me On,"David Guetta,Nicki Minaj,",https://www.youtube.com/watch?v=WLTI2rWAlV4
2012,36,Moves like Jagger,"Maroon 5,Christina Aguilera,",https://www.youtube.com/watch?v=iEPTlhBmwRg
2012,37,Blow Me (One Last Kiss),Pink,https://www.youtube.com/watch?v=3jNlIGDRkvQ
2012,38,Good Time,"Owl City,Carly Rae Jepsen,",https://www.youtube.com/watch?v=H7HmzwI67ec
2012,39,Give Your Heart a Break,Demi Lovato,https://www.youtube.com/watch?v=1zfzka5VwRc
2012,40,Niggas in Paris,"Jay-Z,Kanye West,",https://www.youtube.com/watch?v=P646KUCkxCU
2012,41,The One That Got Away,Katy Perry,https://www.youtube.com/watch?v=-GUWXF3LIy8
2012,42,Feel So Close,Calvin Harris,https://www.youtube.com/watch?v=dGghkjpNCQ8
2012,43,Someone like You,Adele,https://www.youtube.com/watch?v=hLQl3WQQoQ0
2012,44,Scream,Usher,https://www.youtube.com/watch?v=qnjqNHB1bKw
2012,45,Rack City,Tyga,https://www.youtube.com/watch?v=AE3yia1AJeQ
2012,46,Domino,Jessie J,https://www.youtube.com/watch?v=UJtB55MaoD0
2012,47,Gangnam Style,Psy,https://www.youtube.com/watch?v=9bZkp7q19f0
2012,48,International Love,"Pitbull,Chris Brown,",https://www.youtube.com/watch?v=CdXesX6mYUE
2012,49,Home,Phillip Phillips,https://www.youtube.com/watch?v=HoRkntoHkIE
2012,50,Without You,"David Guetta,Usher,",https://www.youtube.com/watch?v=jUe8uoKdHao
2013,1,Thrift Shop,"Macklemore & Ryan Lewis,Wanz,",https://www.youtube.com/watch?v=QK8mJJJvaes
2013,2,Blurred Lines,"Robin Thicke,T.I.,Pharrell Williams,",https://www.youtube.com/watch?v=yyDUC1LUXSU
2013,3,Radioactive,Imagine Dragons,https://www.youtube.com/watch?v=bJEaCAWyZ6s
2013,4,Harlem Shake,Baauer,https://www.youtube.com/watch?v=qV0LHCHf-pE
2013,5,Can't Hold Us,"Macklemore & Ryan Lewis,Ray Dalton,",https://www.youtube.com/watch?v=2zNSgSzhBfM
2013,6,Mirrors,Justin Timberlake,https://www.youtube.com/watch?v=uuZE_IRwLNI
2013,7,Just Give Me a Reason,"Pink,Nate Ruess,",https://www.youtube.com/watch?v=OpQFFLBMEPI
2013,8,When I Was Your Man,Bruno Mars,https://www.youtube.com/watch?v=ekzHIouo8Q4
2013,9,Cruise,"Florida Georgia Line,Nelly,",https://www.youtube.com/watch?v=bmZ9xRO7M9M
2013,10,Roar,Katy Perry,https://www.youtube.com/watch?v=CevxZvSJLk8
2013,11,Locked Out of Heaven,Bruno Mars,https://www.youtube.com/watch?v=e-fA-gBCkj0
2013,12,Ho Hey,The Lumineers,https://www.youtube.com/watch?v=WunKieSz9YA
2013,13,Stay,"Rihanna,Mikky Ekko,",https://www.youtube.com/watch?v=JF8BRvqGCNs
2013,14,Get Lucky,"Daft Punk,Pharrell Williams,",https://www.youtube.com/watch?v=5NV6Rdv1a3I
2013,15,Royals,Lorde,https://www.youtube.com/watch?v=nlcIKh6sBtc
2013,16,I Knew You Were Trouble,Taylor Swift,https://www.youtube.com/watch?v=vNoKguSdy4Y
2013,17,We Can't Stop,Miley Cyrus,https://www.youtube.com/watch?v=LrUvu1mlWco
2013,18,Wrecking Ball,Miley Cyrus,https://www.youtube.com/watch?v=My2FRPA3Gf8
2013,19,Wake Me Up,Avicii,https://www.youtube.com/watch?v=IcrbM1l_BoI
2013,20,Suit & Tie,"Justin Timberlake,Jay-Z,",https://www.youtube.com/watch?v=IsUsVbTj2AY
2013,21,Cups (Pitch Perfect's ,Anna Kendrick,https://www.youtube.com/watch?v=cmSbXsFE3l8
2013,22,Holy Grail,"Jay-Z,Justin Timberlake,",https://www.youtube.com/watch?v=4kc5_pfNHGk
2013,23,Scream & Shout,"will.i.am,Britney Spears,",https://www.youtube.com/watch?v=h74AXqw4Opc
2013,24,Clarity,"Zedd,Foxes,",https://www.youtube.com/watch?v=IxxstCcJlsc
2013,25,Sail,Awolnation,https://www.youtube.com/watch?v=tgIqecROs5M
2013,26,Don't You Worry Child,"Swedish House Mafia,John Martin,",https://www.youtube.com/watch?v=P6gNfZ2N0Fo
2013,27,Diamonds,Rihanna,https://www.youtube.com/watch?v=lWA2pjMjpBs
2013,28,I Love It,"Icona Pop,Charli XCX,",https://www.youtube.com/watch?v=UxxajLWwzqY
2013,29,Safe and Sound,Capital Cities,https://www.youtube.com/watch?v=47dtFZ8CFo8
2013,30,Treasure,Bruno Mars,https://www.youtube.com/watch?v=nPvuNsRccVw
2013,31,The Way,"Ariana Grande,Mac Miller,",https://www.youtube.com/watch?v=_sV0S8qWSy0
2013,32,Started from the Bottom,Drake,https://www.youtube.com/watch?v=RubBzkZzpUA
2013,33,Come & Get It,Selena Gomez,https://www.youtube.com/watch?v=KDXOzr0GoA4
2013,34,"Hold On, We're Going Home","Drake,Majid Jordan,",https://www.youtube.com/watch?v=GxgqpCdOKak
2013,35,Daylight,Maroon 5,https://www.youtube.com/watch?v=N17FXwRWEZs
2013,36,Feel This Moment,"Pitbull,Christina Aguilera,",https://www.youtube.com/watch?v=5jlI4uzZGjU
2013,37,Applause,Lady Gaga,https://www.youtube.com/watch?v=pco91kroVgQ
2013,38,One More Night,Maroon 5,https://www.youtube.com/watch?v=fwK7ggA3-bU
2013,39,Love Me,"Lil Wayne,Drake,Future,",https://www.youtube.com/watch?v=KY44zvhWhp4
2013,40,My Songs Know What You Did in the Dark (Light Em Up),Fall Out Boy,https://www.youtube.com/watch?v=LkIWmsP3c_s
2013,41,Fuckin' Problems,"ASAP Rocky,Drake,2 Chainz,Kendrick Lamar,",https://www.youtube.com/watch?v=liZm1im2erU
2013,42,Beauty and a Beat,"Justin Bieber,Nicki Minaj,",https://www.youtube.com/watch?v=Ys7-6_t7OEQ
2013,43,Same Love,"Macklemore & Ryan Lewis,Mary Lambert,",https://www.youtube.com/watch?v=UPHG5n-DBBw
2013,44,Sweet Nothing,"Calvin Harris,Florence Welch,",https://www.youtube.com/watch?v=17ozSeGw-fY
2013,45,Summertime Sadness,"Lana Del Rey,Cédric Gervais,",https://www.youtube.com/watch?v=akhmS1D2Ce4
2013,46,Home,Phillip Phillips,https://www.youtube.com/watch?v=HoRkntoHkIE
2013,47,It's Time,Imagine Dragons,https://www.youtube.com/watch?v=sENM2wA_FTg
2013,48,Power Trip,"J. Cole,Miguel,",https://www.youtube.com/watch?v=VMeirNg87AY
2013,49,Girl on Fire,"Alicia Keys,Nicki Minaj,",https://www.youtube.com/watch?v=J91ti_MpdHA
2013,50,Heart Attack,Demi Lovato,https://www.youtube.com/watch?v=AByfaYcOm4A
2014,1,Happy,Pharrell Williams,https://www.youtube.com/watch?v=y6Sxv-sUYtM
2014,2,Dark Horse,"Katy Perry,Juicy J,",https://www.youtube.com/watch?v=0KSOMA3QBU0
2014,3,All of Me,John Legend,https://www.youtube.com/watch?v=450p7goxZqg
2014,4,Fancy,"Iggy Azalea,Charli XCX,",https://www.youtube.com/watch?v=O-zpOMYRi0w
2014,5,Counting Stars,OneRepublic,https://www.youtube.com/watch?v=hT_nvWreIhg
2014,6,Talk Dirty,"Jason Derulo,2 Chainz,",https://www.youtube.com/watch?v=RbtPXFlZlHg
2014,7,Rude,Magic!,https://www.youtube.com/watch?v=PIh2xe4jnpk
2014,8,All About That Bass,Meghan Trainor,https://www.youtube.com/watch?v=7PCkvCPvDXk
2014,9,Problem,"Ariana Grande,Iggy Azalea,",https://www.youtube.com/watch?v=iS1g8G_njx8
2014,10,Stay with Me,Sam Smith,https://www.youtube.com/watch?v=pB-5XG-DbAA
2014,11,Timber,"Pitbull,Kesha,",https://www.youtube.com/watch?v=a1zQ1xOjZnk
2014,12,Pompeii,Bastille,https://www.youtube.com/watch?v=TlaiwiviUiY
2014,13,Shake It Off,Taylor Swift,https://www.youtube.com/watch?v=nfWlot6h_JM
2014,14,Am I Wrong,Nico & Vinz,https://www.youtube.com/watch?v=bg1sT4ILG0w
2014,15,Turn Down for What,"DJ Snake,Lil Jon,",https://www.youtube.com/watch?v=HMUDVMiITOU
2014,16,The Monster,"Eminem,Rihanna,",https://www.youtube.com/watch?v=YVMXmaXd9FY
2014,17,Say Something,"A Great Big World,Christina Aguilera,",https://www.youtube.com/watch?v=-2U0Ivkn2Ds
2014,18,Team,Lorde,https://www.youtube.com/watch?v=9W3sWiZ-iO8
2014,19,Let Her Go,Passenger,https://www.youtube.com/watch?v=DYiqFEFbzdY
2014,20,Royals,Lorde,https://www.youtube.com/watch?v=nlcIKh6sBtc
2014,21,Let It Go,Idina Menzel,https://www.youtube.com/watch?v=gbeSPgiVXGU
2014,22,Wake Me Up,Avicii,https://www.youtube.com/watch?v=EW-aNVZdSCE
2014,23,Demons,Imagine Dragons,https://www.youtube.com/watch?v=mWRsgZuwf_8
2014,24,Story of My Life,One Direction,https://www.youtube.com/watch?v=W-TE_Ys4iwM
2014,25,Chandelier,Sia,https://www.youtube.com/watch?v=2vjPBrBU-TM
2014,26,Black Widow,"Iggy Azalea,Rita Ora,",https://www.youtube.com/watch?v=u3u22OYqFGo
2014,27,Bang Bang,"Jessie J,Ariana Grande,Nicki Minaj,",https://www.youtube.com/watch?v=jZyAB2KFDls
2014,28,Latch,"Disclosure,Sam Smith,",https://www.youtube.com/watch?v=93ASUImTedo
2014,29,Maps,Maroon 5,https://www.youtube.com/watch?v=NmugSMBh_iI
2014,30,Loyal,"Chris Brown,Lil Wayne,French Montana,Too Short,Tyga,",https://www.youtube.com/watch?v=JXRN_LkCa_o
2014,31,Best Day of My Life,American Authors,https://www.youtube.com/watch?v=Y66j_BUCBMY
2014,32,Habits (Stay High),Tove Lo,https://www.youtube.com/watch?v=oh2LWWORoiM
2014,33,Summer,Calvin Harris,https://www.youtube.com/watch?v=ebXbLfLACGM
2014,34,Boom Clap,Charli XCX,https://www.youtube.com/watch?v=AOPMlIIg_38
2014,35,Drunk in Love,"Beyoncé,Jay-Z,",https://www.youtube.com/watch?v=p1JPKLa-Ofc
2014,36,Anaconda,Nicki Minaj,https://www.youtube.com/watch?v=LDZX4ooRsWs
2014,37,Break Free,"Ariana Grande,Zedd,",https://www.youtube.com/watch?v=L8eRzOYhLuw
2014,38,Bailando,"Enrique Iglesias,Descemer Bueno,Gente de Zona,",https://www.youtube.com/watch?v=b8I-7Wk_Vbc
2014,39,Burn,Ellie Goulding,https://www.youtube.com/watch?v=CGyEd0aKWZE
2014,40,Wiggle,"Jason Derulo,Snoop Dogg,",https://www.youtube.com/watch?v=hiP14ED28CA
2014,41,Rather Be,"Clean Bandit,Jess Glynne,",https://www.youtube.com/watch?v=m-M1AtrxztU
2014,42,Don't Tell 'Em,"Jeremih,YG,",https://www.youtube.com/watch?v=MqyCoAgiGnI
2014,43,Show Me,"Kid Ink,Chris Brown,",https://www.youtube.com/watch?v=ty2FzIavjKs
2014,44,Wrecking Ball,Miley Cyrus,https://www.youtube.com/watch?v=My2FRPA3Gf8
2014,45,Not a Bad Thing,Justin Timberlake,https://www.youtube.com/watch?v=Y8ygKnBtKAk
2014,46,Roar,Katy Perry,https://www.youtube.com/watch?v=CevxZvSJLk8
2014,47,Ain't It Fun,Paramore,https://www.youtube.com/watch?v=EFEmTsfFL5A
2014,48,The Man,Aloe Blacc,https://www.youtube.com/watch?v=HGy9i8vvCxk
2014,49,This Is How We Roll,"Florida Georgia Line,Luke Bryan,",https://www.youtube.com/watch?v=CbxuXq_981s
2014,50,Classic,MKTO,https://www.youtube.com/watch?v=ty2FzIavjKs
2015,1,Uptown Funk,"Mark Ronson,Bruno Mars,",https://www.youtube.com/watch?v=OPf0YbXqDm0
2015,2,Thinking Out Loud,Ed Sheeran,https://www.youtube.com/watch?v=lp-EO5I60KA
2015,3,See You Again,"Wiz Khalifa,Charlie Puth,",https://www.youtube.com/watch?v=RgKAFK5djSk
2015,4,Trap Queen,Fetty Wap,https://www.youtube.com/watch?v=i_kF4zLNKio
2015,5,Sugar,Maroon 5,https://www.youtube.com/watch?v=bvC_0foemLY
2015,6,Shut Up and Dance,Walk the Moon,https://www.youtube.com/watch?v=6JCLY0Rlx6Q
2015,7,Blank Space,Taylor Swift,https://www.youtube.com/watch?v=e-ORhEE9VVg
2015,8,Watch Me,Silentó,https://www.youtube.com/watch?v=vjW8wmF5VWc
2015,9,Earned It,The Weeknd,https://www.youtube.com/watch?v=waU75jdUnYw
2015,10,The Hills,The Weeknd,https://www.youtube.com/watch?v=yzTuBuRdAyA
2015,11,Cheerleader,"Felix Jaehn,OMI,",https://www.youtube.com/watch?v=jGflUbPQfW8
2015,12,Can't Feel My Face,The Weeknd,https://www.youtube.com/watch?v=KEI4qSrkPAs
2015,13,Love Me Like You Do,Ellie Goulding,https://www.youtube.com/watch?v=AJtDXIazrMo
2015,14,Take Me to Church,Hozier,https://www.youtube.com/watch?v=lhxJNppEnOE
2015,15,Bad Blood,"Taylor Swift,Kendrick Lamar,",https://www.youtube.com/watch?v=QcIy9NiNbmo
2015,16,Lean On,"Major Lazer,DJ Snake,MØ,",https://www.youtube.com/watch?v=YqeW9_5kURI
2015,17,Want to Want Me,Jason Derulo,https://www.youtube.com/watch?v=rClUOdS5Zyw
2015,18,Shake It Off,Taylor Swift,https://www.youtube.com/watch?v=nfWlot6h_JM
2015,19,Where Are Ü Now,"Skrillex,Diplo,Jack Ü,Justin Bieber,",https://www.youtube.com/watch?v=nntGTK2Fhb0
2015,20,Fight Song,Rachel Platten,https://www.youtube.com/watch?v=xo1VInw-SKc
2015,21,679,Fetty Wap,https://www.youtube.com/watch?v=Pzz4Z-O7710
2015,22,Lips Are Movin,Meghan Trainor,https://www.youtube.com/watch?v=qDc_5zpBj7s
2015,23,Worth It,"Fifth Harmony,Kid Ink,",https://www.youtube.com/watch?v=YBHQbu5rbdQ
2015,24,Post to Be,"Omarion,Chris Brown,Jhené Aiko,",https://www.youtube.com/watch?v=aPxVSCfoYnU
2015,25,"Honey, I'm Good.",Andy Grammer,https://www.youtube.com/watch?v=Go7gn6dugu0
2015,26,I'm Not the Only One,Sam Smith,https://www.youtube.com/watch?v=nCkpzqqog4k
2015,27,Good for You,"Selena Gomez,ASAP Rocky,",https://www.youtube.com/watch?v=1TsVjvEkc4s
2015,28,All About That Bass,Meghan Trainor,https://www.youtube.com/watch?v=aLnZ1NQm2uk
2015,29,Style,Taylor Swift,https://www.youtube.com/watch?v=-CmadmM5cOk
2015,30,Hotline Bling,Drake,https://www.youtube.com/watch?v=uxpDa-c-4Mc
2015,31,Hey Mama,"David Guetta,Nicki Minaj,Bebe Rexha,Afrojack,",https://www.youtube.com/watch?v=uO59tfQ2TbA
2015,32,G.D.F.R.,"Flo Rida,Sage the Gemini,Lookas,",https://www.youtube.com/watch?v=F8Cg572dafQ
2015,33,What Do You Mean?,Justin Bieber,https://www.youtube.com/watch?v=DK_0jXPuIr0
2015,34,Photograph,Ed Sheeran,https://www.youtube.com/watch?v=nSDgHBxUbVQ
2015,35,Hello,Adele,https://www.youtube.com/watch?v=YQHsXMglC9A
2015,36,Stitches,Shawn Mendes,https://www.youtube.com/watch?v=VbfpW0pbvaU
2015,37,Talking Body,Tove Lo,https://www.youtube.com/watch?v=AzRyxGBGiAE
2015,38,Jealous,Nick Jonas,https://www.youtube.com/watch?v=yw04QD1LaB0
2015,39,Time of Our Lives,"Pitbull,Ne-Yo,",https://www.youtube.com/watch?v=bTXJQ5ql5Fw
2015,40,Locked Away,"R. City,Adam Levine,",https://www.youtube.com/watch?v=6GUm5g8SG4o
2015,41,Somebody,"Natalie La Rose,Jeremih,",https://www.youtube.com/watch?v=8zqdo_Umd5c
2015,42,FourFiveSeconds,"Rihanna,Kanye West,Paul McCartney,",https://www.youtube.com/watch?v=kt0g4dWxEBo
2015,43,Centuries,Fall Out Boy,https://www.youtube.com/watch?v=LBr7kECsjcQ
2015,44,My Way,Fetty Wap,https://www.youtube.com/watch?v=YS-5oD2Y4Wk
2015,45,Take Your Time,Sam Hunt,https://www.youtube.com/watch?v=iXi6IHFHeIA
2015,46,Animals,Maroon 5,https://www.youtube.com/watch?v=gCYcHz2k5x0
2015,47,I Don't Fuck with You,"Big Sean,E-40,",https://www.youtube.com/watch?v=cZaJYDPY-YQ
2015,48,Bitch Better Have My Money,Rihanna,https://www.youtube.com/watch?v=ORmV7SSxYFg
2015,49,"Flex (Ooh, Ooh, Ooh)",Rich Homie Quan,https://www.youtube.com/watch?v=bWMw4vE3J8s
2015,50,Nasty Freestyle,T-Wayne,https://www.youtube.com/watch?v=hGKK8eGQQEk
2016,1,Love Yourself,Justin Bieber,https://www.youtube.com/watch?v=oyEuk8j8imI
2016,2,Sorry,Justin Bieber,https://www.youtube.com/watch?v=fRh_vgS2dFE
2016,3,One Dance,"Drake,Wizkid,Kyla,",https://www.youtube.com/watch?v=iAbnEUA0wpA
2016,4,Work,"Rihanna,Drake,",https://www.youtube.com/watch?v=HL1UzIK-flA
2016,5,Stressed Out,Twenty One Pilots,https://www.youtube.com/watch?v=pXRviuL6vMY
2016,6,Panda,Desiigner,https://www.youtube.com/watch?v=E5ONTXHS2mM
2016,7,Hello,Adele,https://www.youtube.com/watch?v=YQHsXMglC9A
2016,8,Don't Let Me Down,"The Chainsmokers,Daya,",https://www.youtube.com/watch?v=Io0fBr1XBUA
2016,9,Can't Stop the Feeling!,Justin Timberlake,https://www.youtube.com/watch?v=ru0K8uYEZWw
2016,10,Closer,"The Chainsmokers,Halsey,",https://www.youtube.com/watch?v=agFMqNB9BYM
2016,11,Cheap Thrills,"Sia,Sean Paul,",https://www.youtube.com/watch?v=31crA53Dgu0
2016,12,7 Years,Lukas Graham,https://www.youtube.com/watch?v=LHCob76kigA
2016,13,Needed Me,Rihanna,https://www.youtube.com/watch?v=wfN4PVaOU5Q
2016,14,My House,Flo Rida,https://www.youtube.com/watch?v=uo35R9zQsAI
2016,15,I Took a Pill in Ibiza,Mike Posner,https://www.youtube.com/watch?v=foE1mO2yM04
2016,16,Work from Home,"Fifth Harmony,Ty Dolla Sign,",https://www.youtube.com/watch?v=5GL9JoH4Sws
2016,17,This Is What You Came For,"Calvin Harris,Rihanna,",https://www.youtube.com/watch?v=kOkQ4T5WO9E
2016,18,Cake by the Ocean,DNCE,https://www.youtube.com/watch?v=vWaRiD5ym74
2016,19,"Me, Myself & I","G-Eazy,Bebe Rexha,",https://www.youtube.com/watch?v=bSfpSOBD30U
2016,20,Ride,Twenty One Pilots,https://www.youtube.com/watch?v=Pw-0pbY9JeU
2016,21,Heathens,Twenty One Pilots,https://www.youtube.com/watch?v=UprcpdwuwCg
2016,22,Pillowtalk,Zayn,https://www.youtube.com/watch?v=C_3d6GntKbk
2016,23,Stitches,Shawn Mendes,https://www.youtube.com/watch?v=VbfpW0pbvaU
2016,24,Hotline Bling,Drake,https://www.youtube.com/watch?v=uxpDa-c-4Mc
2016,25,Cold Water,"Major Lazer,Justin Bieber,MØ,",https://www.youtube.com/watch?v=a59gmGkq_pw
2016,26,Send My Love (To Your New Lover),Adele,https://www.youtube.com/watch?v=fk4BbF7B29w
2016,27,Roses,"The Chainsmokers,Rozes,",https://www.youtube.com/watch?v=XHA-QM-q-3E
2016,28,Treat You Better,Shawn Mendes,https://www.youtube.com/watch?v=lY2yjAdbvdQ
2016,29,Too Good,"Drake,Rihanna,",https://www.youtube.com/watch?v=1lbKUiZv1fI
2016,30,Low Life,"Future,The Weeknd,",https://www.youtube.com/watch?v=K_9tX4eHztY
2016,31,What Do You Mean?,Justin Bieber,https://www.youtube.com/watch?v=DK_0jXPuIr0
2016,32,The Hills,The Weeknd,https://www.youtube.com/watch?v=rZHLmOVQ6RA
2016,33,Just Like Fire,P!nk,https://www.youtube.com/watch?v=5Nrv5teMc9Y
2016,34,Broccoli,"DRAM,Lil Yachty,",https://www.youtube.com/watch?v=K44j-sb1SRY
2016,35,Don't,Bryson Tiller,https://www.youtube.com/watch?v=ZLCG6DJTNBs
2016,36,Dangerous Woman,Ariana Grande,https://www.youtube.com/watch?v=9WbCfHutDSE
2016,37,Jumpman,"Drake,Future,",https://www.youtube.com/watch?v=eIaR1IsAGwY
2016,38,"I Hate U, I Love U","Gnash,Olivia O'Brien,",https://www.youtube.com/watch?v=BiQIc7fG9pA
2016,39,Here,Alessia Cara,https://www.youtube.com/watch?v=f_SNAwJdgyQ
