year,rank,song,singer,url,found,bpm,key,spotifyTitle,spotifyArtist
1977,29,Don't Give Up on Us,David Soul,https://www.youtube.com/watch?v=YY8APrYU2Gs,1,99.229,A Major,Don't Give up on Us,David Soul
1978,29,Dance With Me,Peter Brown,https://www.youtube.com/watch?v=pwz7cerVuKE,1,108.53,Bb Major,Dance with Me,Peter Brown
1979,29,Just When I Needed You Most,Randy VanWarmer,https://www.youtube.com/watch?v=yBOQgL731Ac,1,96.717,A Major,Just When I Needed You Most,Randy VanWarmer
1980,29,Cupid,The Spinners,https://www.youtube.com/watch?v=mW3IraFsdCc,0,,,,
1981,29,Guilty,"Barbra Streisand,Barry Gibb,",https://www.youtube.com/watch?v=SUOx492O3bE,0,,,,
1982,29,Only the Lonely,The Motels,https://www.youtube.com/watch?v=ZaPTELylZ1s,1,115.493,Ab Major,Only The Lonely - Remastered 1999,The Motels
1983,29,You Are,Lionel Richie,https://www.youtube.com/watch?v=qbO8kO92UHw,0,,,,
1984,29,I Can Dream About You,Dan Hartman,https://www.youtube.com/watch?v=621Nk3Ubz4A,0,,,,
1985,29,Lovergirl,Teena Marie,https://www.youtube.com/watch?v=1fyWgjhe_Zg,1,123.604,A Minor,Lovergirl,Teena Marie
1986,29,Papa Don't Preach,Madonna,https://www.youtube.com/watch?v=G333Is7VPOg,0,,,,
1987,29,Lean on Me,Club Nouveau,https://www.youtube.com/watch?v=Ho3uktaR--E,1,176.634,C Major,Lean on Me - Remastered,Club Nouveau
1988,29,A Groovy Kind of Love,Phil Collins,https://www.youtube.com/watch?v=HsC_SARyPzk,0,,,,
1989,29,Toy Soldiers,Martika,https://www.youtube.com/watch?v=LvdLovAaYzM,0,,,,
1990,29,Don't Wanna Fall in Love,Jane Child,https://www.youtube.com/watch?v=zWd__w5UWVc,0,,,,
1991,29,Sensitivity,Ralph Tresvant,https://www.youtube.com/watch?v=-sv-obmO0uE,1,96.956,Db Major,Sensitivity,Ralph Tresvant
1992,29,Giving Him Something He Can Feel,En Vogue,https://www.youtube.com/watch?v=MoaceIZxaao,0,,,,
1993,29,Right Here (Human Nature),SWV,https://www.youtube.com/watch?v=vHwXoY0LiQk,1,94.002,A Minor,Right Here - Human Nature Radio Mix,SWV
1994,29,Shoop,Salt-n-Pepa,https://www.youtube.com/watch?v=aIyrR09bTFg,0,,,,
1995,29,Runaway,Janet Jackson,https://www.youtube.com/watch?v=0fMUYU8DC1U,1,109.154,Db Major,Runaway,Janet Jackson
1996,29,You Learn,"You Oughta Know,Alanis Morissette,",https://www.youtube.com/watch?v=9DJTSAyGunM,0,,,,
1997,29,Do You Know (What It Takes),Robyn,https://www.youtube.com/watch?v=z4n6ymEMQmk,0,,,,
1998,29,Show Me Love,Robyn,https://www.youtube.com/watch?v=bhWEI6-_w9E,0,,,,
1999,29,Fly Away,Lenny Kravitz,https://www.youtube.com/watch?v=EvuL5jyCHOw,0,,,,
2000,29,Country Grammar (Hot Shit),Nelly,https://www.youtube.com/watch?v=Y5qKNlcUwKs,1,81.374,D Major,Country Grammar (Hot Shit),Nelly
2001,29,Butterfly,Crazy Town,https://www.youtube.com/watch?v=6FEDrU85FLE,0,,,,
2002,29,I'm Gonna Be Alright,"Jennifer Lopez,Nas,",https://www.youtube.com/watch?v=LzX23qVqyJg,1,93.401,Bb Minor,I'm Gonna Be Alright (feat. Nas),"Jennifer Lopez, Nas, Cory Rooney, Poke and Tone"
2003,29,Rock wit U (Awww Baby),Ashanti,https://www.youtube.com/watch?v=o4_DFoOtvfA,1,94.998,E Minor,Rock Wit U (Awww Baby),Ashanti
2004,29,You Don't Know My Name,Alicia Keys,https://www.youtube.com/watch?v=_ST6ZRbhGiA,0,,,,
2005,29,Let Me Hold You,"Bow Wow,Omarion,",https://www.youtube.com/watch?v=CX2Acz35XWY,1,151.518,Gb Major,Let Me Hold You (feat. Omarion),"Bow Wow, Omarion"
2006,29,Chasing Cars,Snow Patrol,https://www.youtube.com/watch?v=GemKqzILV4w,0,,,,
2007,29,U + Ur Hand,Pink,https://www.youtube.com/watch?v=YUtHjOvPKT0,0,,,,
2008,29,Dangerous,"Kardinal Offishall,Akon,",https://www.youtube.com/watch?v=Ro7yHf_pU14,0,,,,
2009,29,Party in the U.S.A.,Miley Cyrus,https://www.youtube.com/watch?v=M11SvDtPBhA,1,96.021,Bb Minor,Party In The U.S.A.,Miley Cyrus
2010,29,I Gotta Feeling,The Black Eyed Peas,https://www.youtube.com/watch?v=uSD4vsh1zDA,0,,,,
2011,29,The Edge of Glory,Lady Gaga,https://www.youtube.com/watch?v=QeWBS0JBNzQ,1,127.955,A Major,The Edge Of Glory,Lady Gaga
2012,29,Party Rock Anthem,"LMFAO,Lauren Bennett,GoonRock,",https://www.youtube.com/watch?v=KQ6zr6kCPj8,1,130.011,F Minor,Party Rock Anthem,"LMFAO, Lauren Bennett, GoonRock"
2013,29,Safe and Sound,Capital Cities,https://www.youtube.com/watch?v=47dtFZ8CFo8,1,117.956,C Major,Safe and Sound,Capital Cities
2014,29,Maps,Maroon 5,https://www.youtube.com/watch?v=NmugSMBh_iI,1,120.032,Db Minor,Maps,Maroon 5
2015,29,Style,Taylor Swift,https://www.youtube.com/watch?v=-CmadmM5cOk,1,94.933,G Major,Style,Taylor Swift
2016,29,Too Good,"Drake,Rihanna,",https://www.youtube.com/watch?v=1lbKUiZv1fI,0,,,,
2017,29,Issues,Julia Michaels,https://www.youtube.com/watch?v=9Ke4480MicU,1,114.145,Ab Major,Issues,Julia Michaels
2018,29,Let You Down,NF,https://www.youtube.com/watch?v=fbHbTBP_u7U,0,,,,
2019,29,If I Can't Have You,Shawn Mendes,https://www.youtube.com/watch?v=oTJ-oqwxdZY,1,123.943,D Major,If I Can't Have You,Shawn Mendes
2020,29,Bop,DaBaby,https://www.youtube.com/watch?v=E7Kv4rzirjM,1,126.77,B Major,BOP,DaBaby
2021,29,Best Friend,"Saweetie,Doja Cat,",https://www.youtube.com/watch?v=_xJUCsyMQes,1,94.018,E Major,Best Friend (feat. Doja Cat),"Saweetie, Doja Cat"
2022,29,Sunroof,Nicky Youre,https://www.youtube.com/watch?v=NL2DNT2iZuQ,0,,,,
1973,30,Stuck in the Middle with You,Stealers Wheel,https://www.youtube.com/watch?v=ln7Vn_WKkWU,0,,,,
1974,30,Boogie Down,Eddie Kendricks,https://www.youtube.com/watch?v=OpU5ZTYlp1A,1,114.543,F Minor,Boogie Down,Eddie Kendricks
1975,30,Jackie Blue,Ozark Mountain Daredevils,https://www.youtube.com/watch?v=Qr0hcoksupQ,0,,,,
1976,30,Love Rollercoaster,Ohio Players,https://www.youtube.com/watch?v=9VH6yD8zobM,0,,,,
1977,30,On and On,Stephen Bishop,https://www.youtube.com/watch?v=soIewreZjls,1,102.3,B Major,On And On,Stephen Bishop
1978,30,Two Out of Three Ain't Bad,Meat Loaf,https://www.youtube.com/watch?v=k5hWWe-ts2s,0,,,,
1979,30,You Can't Change That,Raydio,https://www.youtube.com/watch?v=4kxpsvW2gAE,0,,,,
1980,30,Let's Get Serious,Jermaine Jackson,https://www.youtube.com/watch?v=FMLKb4or8yg,1,109.823,Bb Minor,Let's Get Serious - Single Version,Jermaine Jackson
1981,30,The Best of Times,Styx,https://www.youtube.com/watch?v=RQdJX8ZmLTk,1,78.662,C Major,The Best Of Times,Styx
1982,30,Who Can It Be Now?,Men at Work,https://www.youtube.com/watch?v=SECVGN4Bsgg,0,,,,
1983,30,Der Kommissar,After the Fire,https://www.youtube.com/watch?v=vBfFDTPPlaM,1,120.764,D Major,"Der Kommissar - 7"" Version",After The Fire
1984,30,The Glamorous Life,Sheila E.,https://www.youtube.com/watch?v=6Zqtl8azCs8,1,127.522,Eb Minor,The Glamorous Life,Sheila E.
1985,30,You Belong to the City,,https://www.youtube.com/watch?v=8TToLgW7zuc,0,,,,
1986,30,You Give Love a Bad Name,Bon Jovi,https://www.youtube.com/watch?v=KrZHPOeOxQQ,1,122.805,C Minor,You Give Love A Bad Name,Bon Jovi
1987,30,Open Your Heart,Madonna,https://www.youtube.com/watch?v=snsTmi9N9Gs,0,,,,
1988,30,Love Bites,Def Leppard,https://www.youtube.com/watch?v=W4XiSFyYRE8,1,129.79,C Minor,Love Bites - Remastered 2017,Def Leppard
1989,30,Forever Your Girl,Paula Abdul,https://www.youtube.com/watch?v=0pyxKqdtrH8,1,119.963,D Major,Forever Your Girl,Paula Abdul
1990,30,Two to Make It Right,Seduction,https://www.youtube.com/watch?v=vd2z1Rz0-3k,1,114.419,G Minor,Two To Make It Right,Seduction
1991,30,Touch Me (All Night Long),Cathy Dennis,https://www.youtube.com/watch?v=5xiwxfxVUZA,1,118.01,Bb Minor,"Touch Me (All Night Long) - 7"" Mix",Cathy Dennis
1992,30,Live and Learn,Joe Public,https://www.youtube.com/watch?v=TbMKTZbUxzI,1,106.637,B Minor,Live and Learn,Joe Public
1993,30,I Have Nothing,Whitney Houston,https://www.youtube.com/watch?v=ipQ0fE0MRWQ,1,152.943,C Major,I Have Nothing,Whitney Houston
1994,30,"Any Time, Any Place",And On and On,https://www.youtube.com/watch?v=3HO9H1VMMOk,0,,,,
1995,30,Strong Enough,Sheryl Crow,https://www.youtube.com/watch?v=3s1bZLh4mJA,0,,,,
1996,30,One of Us,Joan Osborne,https://www.youtube.com/watch?v=aDdOnl0bHO4,0,,,,
1997,30,4 Seasons of Loneliness,Boyz II Men,https://www.youtube.com/watch?v=fUSOZAgl95A,0,,,,
1998,30,A Song for Mama,Boyz II Men,https://www.youtube.com/watch?v=ooAGkSqj1mo,0,,,,
1999,30,Someday,Sugar Ray,https://www.youtube.com/watch?v=dPcX-5Tmqt8,0,,,,
2000,30,Bring It All to Me,Blaque,https://www.youtube.com/watch?v=h4mjAOgHLvU,1,88.957,C Major,Bring It All to Me (feat. *NSYNC),"Blaque, *NSYNC"
2001,30,Put It on Me,"Ja Rule,Lil' Mo,Vita,",https://www.youtube.com/watch?v=LdnF2t7Cgc0,0,,,,
2002,30,Oh Boy,"Cam'ron,Juelz Santana,",https://www.youtube.com/watch?v=9GvB9ySUJ3A,1,83.033,Gb Major,Oh Boy,"Cam'ron, Juelz Santana"
2003,30,Cry Me a River,Justin Timberlake,https://www.youtube.com/watch?v=DksSPZTZES0,0,,,,
2004,30,My Place,"Nelly,Jaheim,",https://www.youtube.com/watch?v=Vh2I2HabjEM,1,163.153,Db Minor,My Place,"Nelly, Jaheim"
2005,30,Like You,"Bow Wow,Ciara,",https://www.youtube.com/watch?v=b-EqP0BLy1Q,1,82.017,Gb Major,Like You (feat. Ciara),"Bow Wow, Ciara"
2006,30,Lips of an Angel,Hinder,https://www.youtube.com/watch?v=RiSfTyrvJlg,1,129.084,D Major,Lips Of An Angel,Hinder
2007,30,Walk It Out,Unk,https://www.youtube.com/watch?v=pxjZM-d_ShI,1,160.018,Db Minor,Walk It Out,Unk
2008,30,Tattoo,Jordin Sparks,https://www.youtube.com/watch?v=OxiHUfvUJEw,1,168.005,D Major,Tattoo,Jordin Sparks
2009,30,Don't Trust Me,3OH!3,https://www.youtube.com/watch?v=mdB3Oyd5HtU,0,,,,
2010,30,Fireflies,Owl City,https://www.youtube.com/watch?v=psuRGfAaju4,0,,,,
2011,30,We R Who We R,Kesha,https://www.youtube.com/watch?v=mXvmSaE0JXA,0,,,,
2012,30,Too Close,Alex Clare,https://www.youtube.com/watch?v=zP50Ewh31E4,0,,,,
2013,30,Treasure,Bruno Mars,https://www.youtube.com/watch?v=nPvuNsRccVw,1,116.017,F Minor,Treasure,Bruno Mars
2014,30,Loyal,"Chris Brown,Lil Wayne,French Montana,Too Short,Tyga,",https://www.youtube.com/watch?v=JXRN_LkCa_o,0,,,,
2015,30,Hotline Bling,Drake,https://www.youtube.com/watch?v=uxpDa-c-4Mc,1,134.966,D Major,Hotline Bling,Drake
2016,30,Low Life,"Future,The Weeknd,",https://www.youtube.com/watch?v=K_9tX4eHztY,1,143.961,Ab Major,Low Life (feat. The Weeknd),"Future, The Weeknd"
2017,30,Scars to Your Beautiful,Alessia Cara,https://www.youtube.com/watch?v=1tAvYhW1ZLI,1,194.169,C Major,Scars To Your Beautiful,Alessia Cara
2018,30,No Limit,"G-Eazy,ASAP Rocky,Cardi B,",https://www.youtube.com/watch?v=LJ41qWkOrb8,0,,,,
2019,30,Goodbyes,"Post Malone,Young Thug,",https://www.youtube.com/watch?v=ba7mB8oueCY,0,,,,
2020,30,Lose You to Love Me,Selena Gomez,https://www.youtube.com/watch?v=zlJDTxahav0,0,,,,
2021,30,Rapstar,Polo G,https://www.youtube.com/watch?v=w2IhccXakkE,1,81.039,Gb Major,RAPSTAR,Polo G
2022,30,One Right Now,"Post Malone,the Weeknd,",https://www.youtube.com/watch?v=Tc0tLGWIqxA,1,97.014,Db Major,One Right Now (with The Weeknd),"Post Malone, The Weeknd"
1973,31,Shambala,Three Dog Night,https://www.youtube.com/watch?v=LFbxd-rzv_4,1,127.495,A Major,Shambala - Single Version,Three Dog Night
1974,31,You're Sixteen,Ringo Starr,https://www.youtube.com/watch?v=1U32szYVAY8,1,124.265,Ab Major,You're Sixteen (You’re Beautiful And You’re Mine),Ringo Starr
1975,31,Fire,Ohio Players,https://www.youtube.com/watch?v=zRtajmICBnU,1,107.174,F Major,Fire,Ohio Players
1976,31,You Should Be Dancing,Bee Gees,https://www.youtube.com/watch?v=_JoZS6LgqYI,1,123.011,C Major,You Should Be Dancing,Bee Gees
1977,31,Feels Like the First Time,Foreigner,https://www.youtube.com/watch?v=CK6jKL2qWxo,0,,,,
1978,31,Jack And Jill,Raydio,https://www.youtube.com/watch?v=ha1j2Gqj_xg,0,,,,
1979,31,Shake Your Groove Thing,Peaches & Herb,https://www.youtube.com/watch?v=Hz2Cv6Zb9a0,1,132.574,A Major,Shake Your Groove Thing,Peaches & Herb
1980,31,Don't Fall in Love with a Dreamer,"Kenny Rogers,Kim Carnes,",https://www.youtube.com/watch?v=Fcs-mF8SHh8,1,79.976,A Major,Don't Fall In Love With A Dreamer,"Kenny Rogers, Kim Carnes"
1981,31,Elvira,The Oak Ridge Boys,https://www.youtube.com/watch?v=NuNPixFCYms,1,126.946,Ab Major,Elvira,The Oak Ridge Boys
1982,31,Hold Me,Fleetwood Mac,https://www.youtube.com/watch?v=E0sha1XfHxw,1,124.739,Bb Major,Hold Me,Fleetwood Mac
1983,31,Puttin' on the Ritz,Taco,https://www.youtube.com/watch?v=4OUnedMCCW0,1,98.653,C Major,Puttin' on the Ritz,Taco
1984,31,Oh Sherrie,Steve Perry,https://www.youtube.com/watch?v=5-WpsdC2-Cc,1,203.753,F Major,Oh Sherrie,Steve Perry
1985,31,Oh Sheila,Ready for the World,https://www.youtube.com/watch?v=wbL2lMn34Oo,1,128.82,C Major,Oh Sheila,Ready For The World
1986,31,"When the Going Gets Tough, the Tough Get Going",Billy Ocean,https://www.youtube.com/watch?v=-n3sUWR4FV4,1,122.045,E Major,"When the Going Gets Tough, The Tough Get Going",Billy Ocean
1987,31,Lost in Emotion,Lisa Lisa and Cult Jam,https://www.youtube.com/watch?v=If8by9Df4wM,0,,,,
1988,31,Endless Summer Nights,Richard Marx,https://www.youtube.com/watch?v=1NvsMKYgCsM,0,,,,
1989,31,The Living Years,Mike + The Mechanics,https://www.youtube.com/watch?v=5hr64MxYpgk,0,,,,
1990,31,Sending All My Love,Linear,https://www.youtube.com/watch?v=WE-5KBuDG4k,1,104.833,G Major,Sending All My Love,Linear
1991,31,I've Been Thinking About You,Londonbeat,https://www.youtube.com/watch?v=ixBryyQSrD8,1,113.542,B Minor,I've Been Thinking About You,Londonbeat
1992,31,Come and Talk to Me,Jodeci,https://www.youtube.com/watch?v=jgNdPbHfdKc,0,,,,
1993,31,Mr. Wendal,Arrested Development,https://www.youtube.com/watch?v=GfxvsHpTZWk,1,109.997,Ab Major,Mr. Wendal,Arrested Development
1994,31,Shine,Collective Soul,https://www.youtube.com/watch?v=IIw3BtSPHtI,0,,,,
1995,31,Colors of the Wind,Vanessa Williams,https://www.youtube.com/watch?v=O9MvdMqKvpU,1,83.937,Bb Major,Colors Of The Wind - End Title,Vanessa Williams
1996,31,Wonder,Natalie Merchant,https://www.youtube.com/watch?v=6zpYFAzhAZY,1,115.142,Db Major,Wonder,Natalie Merchant
1997,31,G.H.E.T.T.O.U.T.,Changing Faces,https://www.youtube.com/watch?v=sJgI6sRFkP0,1,108.262,Bb Minor,G.H.E.T.T.O.U.T.,Changing Faces
1998,31,What You Want,"Mase,Total,",https://www.youtube.com/watch?v=5Whe1GUjtKE,1,93.76,Bb Minor,What You Want (feat. Total),"Mase, Total"
1999,31,Lately,Divine,https://www.youtube.com/watch?v=0uOzZRgJsX8,0,,,,
2000,31,Show Me the Meaning of Being Lonely,Backstreet Boys,https://www.youtube.com/watch?v=aBt8fN7mJNg,0,,,,
2001,31,Family Affair,Mary J. Blige,https://www.youtube.com/watch?v=znlFu_lemsU,1,92.887,Ab Minor,Family Affair,Mary J. Blige
2002,31,Heaven,"DJ Sammy,Yanou,Do,",https://www.youtube.com/watch?v=ihrwoLHzxTQ,1,137.973,Ab Major,Heaven,"DJ Sammy, Yanou, Do"
2003,31,How You Gonna Act Like That,Tyrese,https://www.youtube.com/watch?v=y3HbIHGnSR4,1,112.913,Eb Minor,How You Gonna Act Like That,Tyrese
2004,31,Overnight Celebrity,Twista,https://www.youtube.com/watch?v=I177W0XJlT4,1,134.199,Bb Minor,Overnight Celebrity (feat. Miri Ben-Ari),"Twista, Miri Ben-Ari"
2005,31,Rich Girl,"Gwen Stefani,Eve,",https://www.youtube.com/watch?v=9rlNpWYQunY,1,98.018,G Minor,Rich Girl,"Gwen Stefani, Eve"
2006,31,Everytime We Touch,Cascada,https://www.youtube.com/watch?v=4G6QDNC4jPs,0,,,,
2007,31,Beautiful Girls,Sean Kingston,https://www.youtube.com/watch?v=MrTz5xjmso4,1,130.009,Db Minor,Beautiful Girls,Sean Kingston
2008,31,See You Again,Miley Cyrus,https://www.youtube.com/watch?v=aJDC3Gg-F8w,1,138.975,A Minor,See You Again,Miley Cyrus
2009,31,Run This Town,"Jay-Z,Rihanna,Kanye West,",https://www.youtube.com/watch?v=EeE7CfNs7Js,0,,,,
2010,31,Say Aah,"Trey Songz,Fabolous,",https://www.youtube.com/watch?v=Z__FHAG1Jk8,0,,,,
2011,31,Black and Yellow,Wiz Khalifa,https://www.youtube.com/watch?v=h_0gvj90y4k,1,164.02,D Minor,Black and Yellow,Wiz Khalifa
2012,31,Part of Me,Katy Perry,https://www.youtube.com/watch?v=uuwfgXD8qV8,1,130.03,F Major,Part Of Me,Katy Perry
2013,31,The Way,"Ariana Grande,Mac Miller,",https://www.youtube.com/watch?v=_sV0S8qWSy0,1,82.324,F Minor,The Way,"Ariana Grande, Mac Miller"
2014,31,Best Day of My Life,American Authors,https://www.youtube.com/watch?v=Y66j_BUCBMY,1,100.012,D Major,Best Day Of My Life,American Authors
2015,31,Hey Mama,"David Guetta,Nicki Minaj,Bebe Rexha,Afrojack,",https://www.youtube.com/watch?v=uO59tfQ2TbA,0,,,,
2016,31,What Do You Mean?,Justin Bieber,https://www.youtube.com/watch?v=DK_0jXPuIr0,0,,,,
2017,31,1-800-273-8255,"Logic,Alessia Cara,Khalid,",https://www.youtube.com/watch?v=Kb24RrHIbFk,1,100.023,F Minor,1-800-273-8255,"Logic, Alessia Cara, Khalid"
2018,31,Fefe,"6ix9ine,Nicki Minaj,Murda Beatz,",https://www.youtube.com/watch?v=V_MXGdSBbAI,1,125.967,Db Major,FEFE (feat. Nicki Minaj & Murda Beatz),"6ix9ine, Nicki Minaj, Murda Beatz"
2019,31,Zeze,"Kodak Black,Travis Scott,Offset,",https://www.youtube.com/watch?v=UjeMvQbfKrc,0,,,,
2020,31,Good as Hell,Lizzo,https://www.youtube.com/watch?v=vuq-VAiW9kw,0,,,,
2021,31,Heartbreak Anniversary,Giveon,https://www.youtube.com/watch?v=uWRlisQu4fo,0,,,,
2022,31,Good 4 U,Olivia Rodrigo,https://www.youtube.com/watch?v=gNi_6U5Pm_o,1,166.928,A Major,good 4 u,Olivia Rodrigo
1973,32,Love Train,The O'Jays,https://www.youtube.com/watch?v=SsYOAIR4L_w,1,122.658,C Major,Love Train,The O'Jays
1974,32,If You Love Me (Let Me Know),Olivia Newton-John,https://www.youtube.com/watch?v=dkMkHpKpLkM,1,128.817,F Major,If You Love Me (Let Me Know),Olivia Newton-John
1975,32,Magic,Pilot,https://www.youtube.com/watch?v=MzlK0OGpIRs,0,,,,
1976,32,You'll Never Find Another Love Like Mine,Lou Rawls,https://www.youtube.com/watch?v=7RPjCUhHzsU,1,110.623,D Major,You'll Never Find Another Love Like Mine,Lou Rawls
1977,32,Couldn't Get It Right,Climax Blues Band,https://www.youtube.com/watch?v=FLqYZ0XDirU,0,,,,
1978,32,Take a Chance on Me,ABBA,https://www.youtube.com/watch?v=-crgQGdpZR0,0,,,,
1979,32,I'll Never Love This Way Again,Dionne Warwick,https://www.youtube.com/watch?v=LO9NP-SiT8s,1,131.603,B Minor,I'll Never Love This Way Again,Dionne Warwick
1980,32,Sailing,Christopher Cross,https://www.youtube.com/watch?v=MEO6gYCFbr0,1,149.994,D Major,Sailing,Christopher Cross
1981,32,Take It on the Run,REO Speedwagon,https://www.youtube.com/watch?v=ZYrmH5cxNcQ,0,,,,
1982,32,Eye in the Sky,The Alan Parsons Project,https://www.youtube.com/watch?v=56hqrlQxMMI,0,,,,
1983,32,Sexual Healing,Marvin Gaye,https://www.youtube.com/watch?v=rjlSiASsUIs,1,94.382,C Minor,Sexual Healing,Marvin Gaye
1984,32,Stuck on You,Lionel Richie,https://www.youtube.com/watch?v=9NIc3b_jcIo,1,131.783,F Major,Stuck On You,Lionel Richie
1985,32,Rhythm of the Night,DeBarge,https://www.youtube.com/watch?v=cAQSZhazYk8,0,,,,
1986,32,When I Think of You,Janet Jackson,https://www.youtube.com/watch?v=EaleKN9GQ54,1,116.207,A Major,When I Think Of You,Janet Jackson
1987,32,(I Just) Died In Your Arms,Cutting Crew,https://www.youtube.com/watch?v=D_zJwAXD2Tk,1,124.945,B Minor,(I Just) Died In Your Arms,Cutting Crew
1988,32,Foolish Beat,Debbie Gibson,https://www.youtube.com/watch?v=qf8BoWKeHow,0,,,,
1989,32,Eternal Flame,The Bangles,https://www.youtube.com/watch?v=PSoOFn3wQV4,1,78.989,E Minor,Eternal Flame,"The Bangles, Susanna Hoffs"
1990,32,Unskinny Bop,Poison,https://www.youtube.com/watch?v=Xk5y4wvsLyY,1,92.303,Db Major,Unskinny Bop,Poison
1991,32,Do Anything,Natural Selection,https://www.youtube.com/watch?v=U0v_icbtspE,1,93.847,B Minor,Do Anything (feat. Niki Harris),"Natural Selection, Niki Harris"
1992,32,Smells Like Teen Spirit,Nirvana,https://www.youtube.com/watch?v=R3XIGon2RjY,1,116.761,Db Major,Smells Like Teen Spirit,Nirvana
1993,32,Have I Told You Lately,Rod Stewart,https://www.youtube.com/watch?v=doCIvWFEgN4,0,,,,
1994,32,Said I Loved You...But I Lied,Michael Bolton,https://www.youtube.com/watch?v=bv5vMJKBAbo,1,159.713,Bb Major,Said I Loved You...But I Lied,Michael Bolton
1995,32,Someone to Love,"Jon B.,Babyface,",https://www.youtube.com/watch?v=3geit04i9DY,1,136.12,Gb Minor,Someone to Love (feat. Babyface),"Jon B., Babyface"
1996,32,Not Gon' Cry,Mary J. Blige,https://www.youtube.com/watch?v=WiM3bGcXYxk,0,,,,
1997,32,Honey,Mariah Carey,https://www.youtube.com/watch?v=w3KOowB4k_k,0,,,,
1998,32,Frozen,Madonna,https://www.youtube.com/watch?v=Wr9bb3zmuII,0,,,,
1999,32,That Don't Impress Me Much,Shania Twain,https://www.youtube.com/watch?v=1Rv0aco8Hm0,1,124.787,Bb Minor,That Don't Impress Me Much - International Mix,Shania Twain
2000,32,Hot Boyz,"Missy Elliott,Nas,Eve,Q-Tip,",https://www.youtube.com/watch?v=FRkev5Aooms,0,,,,
2001,32,I Hope You Dance,Lee Ann Womack,https://www.youtube.com/watch?v=RV-Z1YwaOiw,1,151.071,G Minor,I Hope You Dance,Lee Ann Womack
2002,32,Hey Baby,"No Doubt,Bounty Killer,",https://www.youtube.com/watch?v=wt1YkGO2Ieo,1,93.628,B Minor,Hey Baby,"No Doubt, Bounty Killer"
2003,32,Rock Your Body,Justin Timberlake,https://www.youtube.com/watch?v=TSVHoHyErBQ,1,100.972,E Minor,Rock Your Body,Justin Timberlake
2004,32,Hotel,"Cassidy,R. Kelly,",https://www.youtube.com/watch?v=MKOT6teSarY,0,,,,
2005,32,My Humps,The Black Eyed Peas,https://www.youtube.com/watch?v=iEe_eraFWWs,0,,,,
2006,32,Ain't No Other Man,Christina Aguilera,https://www.youtube.com/watch?v=8x7Ta89QLo4,0,,,,
2007,32,"This Ain't a Scene, It's an Arms Race",Fall Out Boy,https://www.youtube.com/watch?v=GNm5drtAQXs,1,199.939,A Major,"This Ain't A Scene, It's An Arms Race",Fall Out Boy
2008,32,Shake It,Metro Station,https://www.youtube.com/watch?v=_wjFahULCK8,0,,,,
2009,32,Let It Rock,"Kevin Rudolf,Lil Wayne,",https://www.youtube.com/watch?v=u0n4eMGXAyk,0,,,,
2010,32,Find Your Love,Drake,https://www.youtube.com/watch?v=Xyv4Bjja8yc,1,96.038,Gb Minor,Find Your Love,Drake
2011,32,Tonight Tonight,Hot Chelle Rae,https://www.youtube.com/watch?v=QzlNFcT2aOE,1,99.978,E Major,Tonight Tonight,Hot Chelle Rae
2012,32,"Young, Wild & Free","Snoop Dogg,Wiz Khalifa,Bruno Mars,",https://www.youtube.com/watch?v=Wa5B22KAkEk,1,95.078,C Major,"Young, Wild & Free (feat. Bruno Mars)","Snoop Dogg, Wiz Khalifa, Bruno Mars"
2013,32,Started from the Bottom,Drake,https://www.youtube.com/watch?v=RubBzkZzpUA,0,,,,
2014,32,Habits (Stay High),Tove Lo,https://www.youtube.com/watch?v=oh2LWWORoiM,0,,,,
2015,32,G.D.F.R.,"Flo Rida,Sage the Gemini,Lookas,",https://www.youtube.com/watch?v=F8Cg572dafQ,1,145.907,F Major,G.D.F.R.,"Flo Rida, Sage The Gemini, Lookas"
2016,32,The Hills,The Weeknd,https://www.youtube.com/watch?v=rZHLmOVQ6RA,1,113.003,C Minor,The Hills,The Weeknd
2017,32,Slow Hands,Niall Horan,https://www.youtube.com/watch?v=nBmNcLBaPUE,0,,,,
2018,32,Tequila,Dan + Shay,https://www.youtube.com/watch?v=c4qgqNS_20s,1,86.016,B Major,Tequila,Dan + Shay
2019,32,Better Now,Post Malone,https://www.youtube.com/watch?v=UYwF-jdcVjY,0,,,,
2020,32,Toosie Slide,Drake,https://www.youtube.com/watch?v=xWggTb45brM,0,,,,
2021,32,For the Night,"Pop Smoke,Lil Baby,DaBaby,",https://www.youtube.com/watch?v=Q9pjm4cNsfc,1,125.971,Gb Minor,For The Night (feat. Lil Baby & DaBaby),"Pop Smoke, Lil Baby, DaBaby"
2022,32,Numb Little Bug,Em Beihold,https://www.youtube.com/watch?v=9mVXPLlnSu4,0,,,,
1973,33,I'm Gonna Love You Just a Little More Baby,Barry White,https://www.youtube.com/watch?v=TOHoaP36hgA,0,,,,
1974,33,Dark Lady,Cher,https://www.youtube.com/watch?v=JXUH7Wk8-WI,0,,,,
1975,33,Please Mr. Postman,The Carpenters,https://www.youtube.com/watch?v=AHfddvbKb4w,0,,,,
1976,33,Golden Years,David Bowie,https://www.youtube.com/watch?v=1Dx2XPdmvpY,1,108.287,Gb Minor,Golden Years - 2016 Remaster,David Bowie
1977,33,Easy,Commodores,https://www.youtube.com/watch?v=saaLW0jiiUE,0,,,,
